序号,审批状态,主键ID,主键ID版本号,启禁状态,技术标准版本号,关联物料,物料品类,物料大类,物料归属,适用生产基地代码,适用生产基地名称,检测项目代码,检测项目,是否判定,检测时间,抽样检测方式,取样部门,检测部门,定量定性,初检复检,检测单元数量,检测次数,检测单元单位,检测频率,取样数量,取样单位,是否扣减库存,库存扣减数量,库存扣减单位,检测工具,标准要求,异常标准项,检测指标单位,下限,上限,小数精确位数,异常处理最低不合格量,异常结果显示,检测方法,超标处理方案,备注,有效期起,有效期止
199,,HWBT0209,001,禁用,Q/RW-TS-001-2023,"[{'id': 17, 'name': '空罐/普通型/无顶盖/250ml', 'sap_code': '20000194', 'code': 'GC000017', 'desc': '普通型空罐'}, {'id': 36, 'name': '空罐/普通型/250ML/30周年版/无顶盖', 'sap_code': '20002028', 'code': 'GC000036', 'desc': '普通型空罐'}, {'id': 37, 'name': '空罐/普通型/250ML/31周年版/无顶盖', 'sap_code': '20002271', 'code': 'GC000037', 'desc': '普通型空罐'}, {'id': 38, 'name': '空罐/普通型/250ML/2026广东红包促销/无顶盖', 'sap_code': '20002273', 'code': 'GC000038', 'desc': '促销型空罐'}, {'id': 39, 'name': '空罐/普通型/250ML/2026广东1元乐享促销/无顶盖', 'sap_code': '20002274', 'code': 'GC000039', 'desc': '促销型空罐'}, {'id': 40, 'name': '空罐/强化型/250ml/蓝色/30周年版/无底盖', 'sap_code': '20002029', 'code': 'GC000040', 'desc': '强化型空罐'}, {'id': 41, 'name': '空罐/强化型/250ml/蓝色/31周年版/无底盖', 'sap_code': '20002272', 'code': 'GC000041', 'desc': '强化型空罐'}, {'id': 66, 'name': '空罐/普通型/250ML/2026扫码1元乐享-闽苏沪/无顶盖', 'sap_code': '20002294', 'code': 'GC000066', 'desc': '促销型空罐'}, {'id': 69, 'name': '空罐/普通型/250ML/2026年1元乐享-新疆青海/无顶盖', 'sap_code': '20002303', 'code': 'GC000069', 'desc': '促销型空罐'}, {'id': 71, 'name': '空罐/普通型/250ML/2026扫码1元乐享-云贵/无顶盖', 'sap_code': '20002305', 'code': 'GC000071', 'desc': '促销型空罐'}, {'id': 73, 'name': '空罐/普通型/250ML/2026扫码1元乐享-广西/无顶盖', 'sap_code': '20002315', 'code': 'GC000073', 'desc': '促销型空罐'}]",空罐,包材,红牛,,,YC00000005,罐底墨码附着力,是,到货检测,,储运部,品管部,定性,初检,8,等于,托盘,,32,罐,是,32,罐,目测检查,手指擦拭2次不花码,,,,,,1,复检,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中24罐做本次检测。,若有不合格，取同一托8罐复检。,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,2025-01-01,9999-12-31
200,,HWBT0210,001,禁用,Q/RW-TS-001-2023,"[{'id': 17, 'name': '空罐/普通型/无顶盖/250ml', 'sap_code': '20000194', 'code': 'GC000017', 'desc': '普通型空罐'}, {'id': 36, 'name': '空罐/普通型/250ML/30周年版/无顶盖', 'sap_code': '20002028', 'code': 'GC000036', 'desc': '普通型空罐'}, {'id': 37, 'name': '空罐/普通型/250ML/31周年版/无顶盖', 'sap_code': '20002271', 'code': 'GC000037', 'desc': '普通型空罐'}, {'id': 38, 'name': '空罐/普通型/250ML/2026广东红包促销/无顶盖', 'sap_code': '20002273', 'code': 'GC000038', 'desc': '促销型空罐'}, {'id': 39, 'name': '空罐/普通型/250ML/2026广东1元乐享促销/无顶盖', 'sap_code': '20002274', 'code': 'GC000039', 'desc': '促销型空罐'}, {'id': 40, 'name': '空罐/强化型/250ml/蓝色/30周年版/无底盖', 'sap_code': '20002029', 'code': 'GC000040', 'desc': '强化型空罐'}, {'id': 41, 'name': '空罐/强化型/250ml/蓝色/31周年版/无底盖', 'sap_code': '20002272', 'code': 'GC000041', 'desc': '强化型空罐'}, {'id': 66, 'name': '空罐/普通型/250ML/2026扫码1元乐享-闽苏沪/无顶盖', 'sap_code': '20002294', 'code': 'GC000066', 'desc': '促销型空罐'}, {'id': 69, 'name': '空罐/普通型/250ML/2026年1元乐享-新疆青海/无顶盖', 'sap_code': '20002303', 'code': 'GC000069', 'desc': '促销型空罐'}, {'id': 71, 'name': '空罐/普通型/250ML/2026扫码1元乐享-云贵/无顶盖', 'sap_code': '20002305', 'code': 'GC000071', 'desc': '促销型空罐'}, {'id': 73, 'name': '空罐/普通型/250ML/2026扫码1元乐享-广西/无顶盖', 'sap_code': '20002315', 'code': 'GC000073', 'desc': '促销型空罐'}]",空罐,包材,红牛,,,YC00000005,罐底墨码附着力,是,到货检测,,储运部,品管部,定性,初检,8,等于,托盘,,32,罐,是,32,罐,目测检查,手指擦拭2次不花码,,,,,,1,复检,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中24罐做本次检测。,若有不合格，取同一托8罐复检。,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,2025-01-01,9999-12-31
201,,HWBT0211,001,禁用,Q/RW-TS-001-2023,"[{'id': 17, 'name': '空罐/普通型/无顶盖/250ml', 'sap_code': '20000194', 'code': 'GC000017', 'desc': '普通型空罐'}, {'id': 36, 'name': '空罐/普通型/250ML/30周年版/无顶盖', 'sap_code': '20002028', 'code': 'GC000036', 'desc': '普通型空罐'}, {'id': 37, 'name': '空罐/普通型/250ML/31周年版/无顶盖', 'sap_code': '20002271', 'code': 'GC000037', 'desc': '普通型空罐'}, {'id': 38, 'name': '空罐/普通型/250ML/2026广东红包促销/无顶盖', 'sap_code': '20002273', 'code': 'GC000038', 'desc': '促销型空罐'}, {'id': 39, 'name': '空罐/普通型/250ML/2026广东1元乐享促销/无顶盖', 'sap_code': '20002274', 'code': 'GC000039', 'desc': '促销型空罐'}, {'id': 40, 'name': '空罐/强化型/250ml/蓝色/30周年版/无底盖', 'sap_code': '20002029', 'code': 'GC000040', 'desc': '强化型空罐'}, {'id': 41, 'name': '空罐/强化型/250ml/蓝色/31周年版/无底盖', 'sap_code': '20002272', 'code': 'GC000041', 'desc': '强化型空罐'}, {'id': 66, 'name': '空罐/普通型/250ML/2026扫码1元乐享-闽苏沪/无顶盖', 'sap_code': '20002294', 'code': 'GC000066', 'desc': '促销型空罐'}, {'id': 69, 'name': '空罐/普通型/250ML/2026年1元乐享-新疆青海/无顶盖', 'sap_code': '20002303', 'code': 'GC000069', 'desc': '促销型空罐'}, {'id': 71, 'name': '空罐/普通型/250ML/2026扫码1元乐享-云贵/无顶盖', 'sap_code': '20002305', 'code': 'GC000071', 'desc': '促销型空罐'}, {'id': 73, 'name': '空罐/普通型/250ML/2026扫码1元乐享-广西/无顶盖', 'sap_code': '20002315', 'code': 'GC000073', 'desc': '促销型空罐'}]",空罐,包材,红牛,,,YF00000021,罐底墨码附着力,是,到货检测,,储运部,品管部,定性,复检,1,大于等于,托盘,,8,罐,是,8,罐,目测检查,手指擦拭2次不花码,,,,,,1,退货处理,从初检问题托盘中每托取8罐复检。,若仍有不合格，初检检测单元的所有商品做退货处理。,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,2025-01-01,9999-12-31
202,,HWBT0212,001,禁用,Q/RW-TS-001-2023,"[{'id': 17, 'name': '空罐/普通型/无顶盖/250ml', 'sap_code': '20000194', 'code': 'GC000017', 'desc': '普通型空罐'}, {'id': 36, 'name': '空罐/普通型/250ML/30周年版/无顶盖', 'sap_code': '20002028', 'code': 'GC000036', 'desc': '普通型空罐'}, {'id': 37, 'name': '空罐/普通型/250ML/31周年版/无顶盖', 'sap_code': '20002271', 'code': 'GC000037', 'desc': '普通型空罐'}, {'id': 38, 'name': '空罐/普通型/250ML/2026广东红包促销/无顶盖', 'sap_code': '20002273', 'code': 'GC000038', 'desc': '促销型空罐'}, {'id': 39, 'name': '空罐/普通型/250ML/2026广东1元乐享促销/无顶盖', 'sap_code': '20002274', 'code': 'GC000039', 'desc': '促销型空罐'}, {'id': 40, 'name': '空罐/强化型/250ml/蓝色/30周年版/无底盖', 'sap_code': '20002029', 'code': 'GC000040', 'desc': '强化型空罐'}, {'id': 41, 'name': '空罐/强化型/250ml/蓝色/31周年版/无底盖', 'sap_code': '20002272', 'code': 'GC000041', 'desc': '强化型空罐'}, {'id': 66, 'name': '空罐/普通型/250ML/2026扫码1元乐享-闽苏沪/无顶盖', 'sap_code': '20002294', 'code': 'GC000066', 'desc': '促销型空罐'}, {'id': 69, 'name': '空罐/普通型/250ML/2026年1元乐享-新疆青海/无顶盖', 'sap_code': '20002303', 'code': 'GC000069', 'desc': '促销型空罐'}, {'id': 71, 'name': '空罐/普通型/250ML/2026扫码1元乐享-云贵/无顶盖', 'sap_code': '20002305', 'code': 'GC000071', 'desc': '促销型空罐'}, {'id': 73, 'name': '空罐/普通型/250ML/2026扫码1元乐享-广西/无顶盖', 'sap_code': '20002315', 'code': 'GC000073', 'desc': '促销型空罐'}]",空罐,包材,红牛,,,YF00000021,罐底墨码附着力,是,到货检测,,储运部,品管部,定性,复检,1,大于等于,托盘,,8,罐,是,8,罐,目测检查,手指擦拭2次不花码,,,,,,1,退货处理,从初检问题托盘中每托取8罐复检。,若仍有不合格，初检检测单元的所有商品做退货处理。,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,2025-01-01,9999-12-31
203,,HWBT0213,001,禁用,Q/RW-TS-001-2023,"[{'id': 12, 'name': '亿兴云顶盖', 'sap_code': '88888888', 'code': 'GC000012', 'desc': '普通型顶盖'}, {'id': 13, 'name': '顶盖/206', 'sap_code': '20000195', 'code': 'GC000013', 'desc': '普通型顶盖'}, {'id': 33, 'name': '顶盖/206/2025广东促销', 'sap_code': '20002043', 'code': 'GC000033', 'desc': '促销型顶盖'}, {'id': 34, 'name': '顶盖/206/2026广东红包促销', 'sap_code': '20002275', 'code': 'GC000034', 'desc': '促销型顶盖'}, {'id': 35, 'name': '顶盖/206/2026广东1元乐享促销', 'sap_code': '20002276', 'code': 'GC000035', 'desc': '促销型顶盖'}, {'id': 68, 'name': '顶盖/206/2026扫码1元乐享-闽苏沪', 'sap_code': '20002302', 'code': 'GC000068', 'desc': '促销型顶盖'}, {'id': 70, 'name': '顶盖/206/2026/1元乐享-新疆青海', 'sap_code': '20002304', 'code': 'GC000070', 'desc': '促销型顶盖'}, {'id': 72, 'name': '顶盖/206/2026扫码1元乐享-云贵', 'sap_code': '20002306', 'code': 'GC000072', 'desc': '促销型顶盖'}, {'id': 74, 'name': '顶盖/206/2026扫码1元乐享-广西', 'sap_code': '20002316', 'code': 'GC000074', 'desc': '促销型顶盖'}, {'id': 98, 'name': '亿兴云顶盖2', 'sap_code': '99999999', 'code': 'GC000097', 'desc': '普通型顶盖'}]",顶盖,包材,红牛,,,YC00000006,外径尺寸,是,到货检测,,品管部,品管部,定量,初检,1,等于,托盘,,15,片,是,15,片,盖尺寸综合检测仪,64.52-65.02,,mm,64.5200,65.0200,2,1,复检,每1托为一个检测单元，取样品15片，其中3片做本次检测。,若有不合格，取同一托15片复检。,,2025-01-01,9999-12-31
204,,HWBT0214,001,禁用,Q/RW-TS-001-2023,"[{'id': 12, 'name': '亿兴云顶盖', 'sap_code': '88888888', 'code': 'GC000012', 'desc': '普通型顶盖'}, {'id': 13, 'name': '顶盖/206', 'sap_code': '20000195', 'code': 'GC000013', 'desc': '普通型顶盖'}, {'id': 33, 'name': '顶盖/206/2025广东促销', 'sap_code': '20002043', 'code': 'GC000033', 'desc': '促销型顶盖'}, {'id': 34, 'name': '顶盖/206/2026广东红包促销', 'sap_code': '20002275', 'code': 'GC000034', 'desc': '促销型顶盖'}, {'id': 35, 'name': '顶盖/206/2026广东1元乐享促销', 'sap_code': '20002276', 'code': 'GC000035', 'desc': '促销型顶盖'}, {'id': 68, 'name': '顶盖/206/2026扫码1元乐享-闽苏沪', 'sap_code': '20002302', 'code': 'GC000068', 'desc': '促销型顶盖'}, {'id': 70, 'name': '顶盖/206/2026/1元乐享-新疆青海', 'sap_code': '20002304', 'code': 'GC000070', 'desc': '促销型顶盖'}, {'id': 72, 'name': '顶盖/206/2026扫码1元乐享-云贵', 'sap_code': '20002306', 'code': 'GC000072', 'desc': '促销型顶盖'}, {'id': 74, 'name': '顶盖/206/2026扫码1元乐享-广西', 'sap_code': '20002316', 'code': 'GC000074', 'desc': '促销型顶盖'}, {'id': 98, 'name': '亿兴云顶盖2', 'sap_code': '99999999', 'code': 'GC000097', 'desc': '普通型顶盖'}]",顶盖,包材,红牛,,,YF00000022,外径尺寸,是,到货检测,,品管部,品管部,定量,复检,1,大于等于,托盘,,15,片,是,15,片,盖尺寸综合检测仪,64.52-65.02,,mm,64.5200,65.0200,2,1,退货处理,从初检问题托盘中取15片复检。,若仍有不合格，初检检测单元的所有商品做退货处理。,,2025-01-01,9999-12-31
205,,HWBT0215,001,禁用,Q/RW-TS-001-2023,"[{'id': 14, 'name': '底盖/200', 'sap_code': '20000022', 'code': 'GC000014', 'desc': '强化型底盖'}, {'id': 64, 'name': '红牛维生素功能饮料/普通型/250ML/24/普通箱内码/2026', 'sap_code': '10001199', 'code': 'GC000064', 'desc': '强化型底盖'}]",底盖,包材,红牛,,,YC00000007,外径尺寸,是,到货检测,,品管部,品管部,定量,初检,1,等于,托盘,,15,片,是,15,片,盖尺寸综合检测仪,58.95-59.45,,mm,58.9500,59.4500,2,1,复检,每1托为一个检测单元，取样品15片，其中3片做本次检测。,若有不合格，取同一托15片复检。,,2025-01-01,9999-12-31
206,,HWBT0216,001,禁用,Q/RW-TS-001-2023,"[{'id': 14, 'name': '底盖/200', 'sap_code': '20000022', 'code': 'GC000014', 'desc': '强化型底盖'}, {'id': 64, 'name': '红牛维生素功能饮料/普通型/250ML/24/普通箱内码/2026', 'sap_code': '10001199', 'code': 'GC000064', 'desc': '强化型底盖'}]",底盖,包材,红牛,,,YF00000023,外径尺寸,是,到货检测,,品管部,品管部,定量,复检,1,大于等于,托盘,,15,片,是,15,片,盖尺寸综合检测仪,58.95-59.45,,mm,58.9500,59.4500,2,1,退货处理,从初检问题托盘中取15片复检。,若仍有不合格，初检检测单元的所有商品做退货处理。,,2025-01-01,9999-12-31
207,,HWBT0217,001,禁用,Q/RW-TS-001-2023,"[{'id': 12, 'name': '亿兴云顶盖', 'sap_code': '88888888', 'code': 'GC000012', 'desc': '普通型顶盖'}, {'id': 13, 'name': '顶盖/206', 'sap_code': '20000195', 'code': 'GC000013', 'desc': '普通型顶盖'}, {'id': 33, 'name': '顶盖/206/2025广东促销', 'sap_code': '20002043', 'code': 'GC000033', 'desc': '促销型顶盖'}, {'id': 34, 'name': '顶盖/206/2026广东红包促销', 'sap_code': '20002275', 'code': 'GC000034', 'desc': '促销型顶盖'}, {'id': 35, 'name': '顶盖/206/2026广东1元乐享促销', 'sap_code': '20002276', 'code': 'GC000035', 'desc': '促销型顶盖'}, {'id': 68, 'name': '顶盖/206/2026扫码1元乐享-闽苏沪', 'sap_code': '20002302', 'code': 'GC000068', 'desc': '促销型顶盖'}, {'id': 70, 'name': '顶盖/206/2026/1元乐享-新疆青海', 'sap_code': '20002304', 'code': 'GC000070', 'desc': '促销型顶盖'}, {'id': 72, 'name': '顶盖/206/2026扫码1元乐享-云贵', 'sap_code': '20002306', 'code': 'GC000072', 'desc': '促销型顶盖'}, {'id': 74, 'name': '顶盖/206/2026扫码1元乐享-广西', 'sap_code': '20002316', 'code': 'GC000074', 'desc': '促销型顶盖'}, {'id': 98, 'name': '亿兴云顶盖2', 'sap_code': '99999999', 'code': 'GC000097', 'desc': '普通型顶盖'}]",顶盖,包材,红牛,,,YC00000006,埋头度,是,到货检测,,品管部,品管部,定量,初检,1,等于,托盘,,15,片,是,15,片,盖尺寸综合检测仪,6.20-6.50,,mm,6.2000,6.5000,2,1,复检,每1托为一个检测单元，取样品15片，其中3片做本次检测。,若有不合格，取同一托15片复检。,,2025-01-01,9999-12-31
208,,HWBT0218,001,禁用,Q/RW-TS-001-2023,"[{'id': 12, 'name': '亿兴云顶盖', 'sap_code': '88888888', 'code': 'GC000012', 'desc': '普通型顶盖'}, {'id': 13, 'name': '顶盖/206', 'sap_code': '20000195', 'code': 'GC000013', 'desc': '普通型顶盖'}, {'id': 33, 'name': '顶盖/206/2025广东促销', 'sap_code': '20002043', 'code': 'GC000033', 'desc': '促销型顶盖'}, {'id': 34, 'name': '顶盖/206/2026广东红包促销', 'sap_code': '20002275', 'code': 'GC000034', 'desc': '促销型顶盖'}, {'id': 35, 'name': '顶盖/206/2026广东1元乐享促销', 'sap_code': '20002276', 'code': 'GC000035', 'desc': '促销型顶盖'}, {'id': 68, 'name': '顶盖/206/2026扫码1元乐享-闽苏沪', 'sap_code': '20002302', 'code': 'GC000068', 'desc': '促销型顶盖'}, {'id': 70, 'name': '顶盖/206/2026/1元乐享-新疆青海', 'sap_code': '20002304', 'code': 'GC000070', 'desc': '促销型顶盖'}, {'id': 72, 'name': '顶盖/206/2026扫码1元乐享-云贵', 'sap_code': '20002306', 'code': 'GC000072', 'desc': '促销型顶盖'}, {'id': 74, 'name': '顶盖/206/2026扫码1元乐享-广西', 'sap_code': '20002316', 'code': 'GC000074', 'desc': '促销型顶盖'}, {'id': 98, 'name': '亿兴云顶盖2', 'sap_code': '99999999', 'code': 'GC000097', 'desc': '普通型顶盖'}]",顶盖,包材,红牛,,,YF00000022,埋头度,是,到货检测,,品管部,品管部,定量,复检,1,大于等于,托盘,,15,片,是,15,片,盖尺寸综合检测仪,6.20-6.50,,mm,6.2000,6.5000,2,1,退货处理,从初检问题托盘中取15片复检。,若仍有不合格，初检检测单元的所有商品做退货处理。,,2025-01-01,9999-12-31
209,,HWBT0219,001,禁用,Q/RW-TS-001-2023,"[{'id': 14, 'name': '底盖/200', 'sap_code': '20000022', 'code': 'GC000014', 'desc': '强化型底盖'}, {'id': 64, 'name': '红牛维生素功能饮料/普通型/250ML/24/普通箱内码/2026', 'sap_code': '10001199', 'code': 'GC000064', 'desc': '强化型底盖'}]",底盖,包材,红牛,,,YC00000007,埋头度,是,到货检测,,品管部,品管部,定量,初检,1,等于,托盘,,15,片,是,15,片,盖尺寸综合检测仪,3.85-4.15,,mm,3.8500,4.1500,2,1,复检,每1托为一个检测单元，取样品15片，其中3片做本次检测。,若有不合格，取同一托15片复检。,,2025-01-01,9999-12-31
210,,HWBT0220,001,禁用,Q/RW-TS-001-2023,"[{'id': 14, 'name': '底盖/200', 'sap_code': '20000022', 'code': 'GC000014', 'desc': '强化型底盖'}, {'id': 64, 'name': '红牛维生素功能饮料/普通型/250ML/24/普通箱内码/2026', 'sap_code': '10001199', 'code': 'GC000064', 'desc': '强化型底盖'}]",底盖,包材,红牛,,,YF00000023,埋头度,是,到货检测,,品管部,品管部,定量,复检,1,大于等于,托盘,,15,片,是,15,片,盖尺寸综合检测仪,3.85-4.15,,mm,3.8500,4.1500,2,1,退货处理,从初检问题托盘中取15片复检。,若仍有不合格，初检检测单元的所有商品做退货处理。,,2025-01-01,9999-12-31
211,,HWBT0221,001,禁用,Q/RW-TS-001-2023,"[{'id': 12, 'name': '亿兴云顶盖', 'sap_code': '88888888', 'code': 'GC000012', 'desc': '普通型顶盖'}, {'id': 13, 'name': '顶盖/206', 'sap_code': '20000195', 'code': 'GC000013', 'desc': '普通型顶盖'}, {'id': 33, 'name': '顶盖/206/2025广东促销', 'sap_code': '20002043', 'code': 'GC000033', 'desc': '促销型顶盖'}, {'id': 34, 'name': '顶盖/206/2026广东红包促销', 'sap_code': '20002275', 'code': 'GC000034', 'desc': '促销型顶盖'}, {'id': 35, 'name': '顶盖/206/2026广东1元乐享促销', 'sap_code': '20002276', 'code': 'GC000035', 'desc': '促销型顶盖'}, {'id': 68, 'name': '顶盖/206/2026扫码1元乐享-闽苏沪', 'sap_code': '20002302', 'code': 'GC000068', 'desc': '促销型顶盖'}, {'id': 70, 'name': '顶盖/206/2026/1元乐享-新疆青海', 'sap_code': '20002304', 'code': 'GC000070', 'desc': '促销型顶盖'}, {'id': 72, 'name': '顶盖/206/2026扫码1元乐享-云贵', 'sap_code': '20002306', 'code': 'GC000072', 'desc': '促销型顶盖'}, {'id': 74, 'name': '顶盖/206/2026扫码1元乐享-广西', 'sap_code': '20002316', 'code': 'GC000074', 'desc': '促销型顶盖'}, {'id': 98, 'name': '亿兴云顶盖2', 'sap_code': '99999999', 'code': 'GC000097', 'desc': '普通型顶盖'}]",顶盖,包材,红牛,,,YC00000006,钩边高度,是,到货检测,,品管部,品管部,定量,初检,1,等于,托盘,,15,片,是,15,片,盖尺寸综合检测仪,1.80-2.20,,mm,1.8000,2.2000,2,1,复检,每1托为一个检测单元，取样品15片，其中3片做本次检测。,若有不合格，取同一托15片复检。,,2025-01-01,9999-12-31
